text,likes,replies
"Zelensky contacted Croatia and asked for advice about removing 250000 Serbian people from their homes that ended up in Croatia, after partition of Yugoslavia!",0,0
"Excellent reporting. However, if the US brings in A-10's and F-22's to cover them, the Russians may not get very far. We shall see.",0,2
"In 1939, a small, arrogant man who led a large, powerful country tried to unite all of the people who spoke his language under one banner. Next, he decided to take the lands beyond, and more after that, and so on. Do with this information what you will.",0,0
"CNN lies, lies, lies…",0,0
Why are so few Westerners able to correctly pronounce the name of a city they are threatening to destroy?,0,0
War what it good for the dems lgb,0,0
What about the Russian speaking people in Ukraine?? I hope American troops have education on the territory!,1,0
"Actually, he just wants to engage in competitive business practices with Europe for affordable gas.",0,0
Russia has been building up since last December. We’ll see.,0,0
And y'all were worried about Trump with the codes. Rather precious,0,0
🇷🇺🇷🇺🇷🇺,0,0
Cnn amazing they have this little lady who isn't smart enough to realize that a tank or mortor shell maybe a little much for that helmet she has on,0,0
All we can said please trigger world war 3. HuabTaisNtuj yuav muab koobhmoov.,0,0
Oh so it’s like Rikki Tikki Tavi. They are the bird pretending to have a broken wing. Got it. Smart.,0,0
"Yes, Ukraine will Show you and Russia How they Organize their Defenses.",2,0
Why doesn't Russia join NATO?,0,1
Trump is a LIVING GOD..🕇🇺🇸🇺🇸🇺🇸 and King of America....he should be on Mount Rushmore as one of our GREATEST Presidents next to Lincoln...Trump is ALMIGHTY GOD in Human Form and has changed the WORLD...🕇🇺🇸🇺🇸🇺🇸,1,0
Give you Ukraine heavy equipment,1,0
Pretty sure Russia could easily watch this ️,0,1
The faith of Ukrainians is amazing. God tells us to “fear not for He is with us”. Ukrainians are being tested and they are keeping God’s word to FEAR NOT!!!,0,0
Hahah draw them into a war lol…like 13 other NATO country’s gearing up right lol,0,0
Ha ha ha wokeness have turn against the NFL....YES YES YES....gettin sued,2,0
Look at you liars trying to get your views back. Damn you willing to put your people at risk? Hope you compensate her well. The diplomats were already told to depart.,0,0
Ukraine doesn’t look to be prepared for any kind of modern military confrontation..,0,2
Let Trump handle this. It'll stay peaceful,0,0
You don't need to see and the enemy doesn't need to see = no we have none,0,0
"""Rare access"": VICE News has been there for years",0,0
TDF ሰላም ዝደሊ ንጽር መርገጺ ስለ ዘሎዎ ኢዩ፡ምሉእ ዓወት ንሰራዊት ትግራይ፡TDF!!!!! ️️️️️,0,0
Thanks CNN for showing Ukraines weak front line.,0,0
🇷🇸🇷🇺🇧🇾,0,0
Let's Go Brandon,1,0
Wonder what will happen when the stockpile of Novichok is blown up and spews out in the wake of dust?.,0,0
I’m sure this is 100% accurate cnn cares,0,0
"Jesus Christ is coming!To judge the world in righteousness.Repent! TURN! From your sins, put your faith in Jesus and follow him then you will be saved from wrath to come.!!",0,0
Not a word on our border? I thought that this was a news organization.,1,0
"Jake--THANKS, that was an extremely informative, illuminating, thought-provoking segment/clip/interview with Gen. Wesley Clark.",0,0
"Ask NATO Turkey to help, see how that works out.",0,0
Cant we just get along -Rodney King Jr on Black History month.,2,0
Journalists need to hold questions about the weapons. I'm sure the Russians are watching.,0,0
"So much propaganda . What is the purpose of NATO actually , if not to contain russia lol",0,3
I bet this was made up faked video for all we know. The interpretation could be made up too.,0,1
Ахааа американцы Реально тупые в доску ))) так приятно смотреть на эти комиксы))),0,1
Fake news,0,0
FOX beat CNN in Ratings again Sooo Funny,0,0
Why will this reporter show Ukraine’s barriers! What the hell! she exposing them to the world!!! Reporters are so eagerly seeking to make a name for themselves placing others in harms way! My God stop exposing them to Russia it makes it easier form them to attack! She’s so stupid and selfish! Stop filming! My God! Have some empathy!!!,0,4
No joe Biden and democrat No No No No No No No No No No No No No No No No No No No,0,0
"""front lines""? Haha. Front line to what? There is no conflict",1,0
,0,0
liars.,1,0
"Get out of there... Think about it, Russian soldiers get hands on Ukrainian fascists.",1,0
that analyst sounds like he has helped do those things before .....lol,0,0
WW1 shit,0,0
Nice propaganda ;),1,0
Where is her mask,0,0
PROPAGANDA ️,0,0
Keep making something out of nothing,0,0
LET'S GO BRANDON,1,0
She stay on the front line…..is she married?,0,0
Ahaaaaaaa))) America coward,0,0
People's opinions and thoughts are only as real as the news and government reports they are fed. The Democrat propaganda is the perfect example. Take it as a positive or a negative depending on your situation.,1,7
"We knows . Ukraine , Russian are brothers , sisters . They're related . In the summer . Me and my Ukraine friends planning to take a trip to Russian for summer holidays. Let's hope Americans , British do not successful for their nagetive plan .",0,0
Ukraine loves Russia,0,0
"How quickly we forget what what happened worldwide when Trump started acting ""the tough guy"" on the international stage. Ahhh chuu!!",0,1
Fake news,0,0
A better world is coming! Jehovah God's Kingdom ruled by Christ Jesus will solve all global problems and restore the planet and faithful humans back to perfection! Psalm 83:18,0,0
Ok President Donald trump amricen President and world ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok,0,0
Ok President Donald trump amricen President and world ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok,0,0
I'm first,0,1
